CWE_ID,Name,MITRE_AI_Tagged,View1_Score,View2_Score,Max_Score,Is_AI_Relevant,AI_Category,Attack_Type,Attack_Surface,View1_Reasoning,View2_Reasoning,AI_Impact,Description,Source_View
205,Observable Behavioral Discrepancy,No,2,1,2,Yes,Infrastructure,N/A,Infrastructure,Authentication/authorization affects AI API access and model protection.,AI might be tricked into bypassing or exposing authentication.,Unauthorized access to AI systems.,"The product's behaviors indicate important differences that may be observed by unauthorized actors in a way that reveals (1) its internal state or decision process, or (2) differences from other products with equivalent functionality.",Research-Concepts-1000
209,Generation of Error Message Containing Sensitive Information,No,2,2,2,Yes,Output Validation,Both,AI Outputs,"Could expose model details, training data, or prompts.","AI could leak sensitive information, but this is data exposure not AI generating attack payloads.",Data leakage via AI outputs.,"The product generates an error message that includes sensitive information about its environment, users, or associated data.",Research-Concepts-1000
212,Improper Removal of Sensitive Information Before Storage or Transfer,No,2,1,2,Yes,Infrastructure,N/A,Infrastructure,Authentication/authorization affects AI API access and model protection.,AI might be tricked into bypassing or exposing authentication.,Unauthorized access to AI systems.,"The product stores, transfers, or shares a resource that contains sensitive information, but it does not properly remove that information before the product makes the resource available to unauthorized actors.",Research-Concepts-1000
213,Exposure of Sensitive Information Due to Incompatible Policies,No,2,2,2,Yes,Output Validation,Both,AI Outputs,"Could expose model details, training data, or prompts.","AI could leak sensitive information, but this is data exposure not AI generating attack payloads.",Data leakage via AI outputs.,"The product's intended functionality exposes information to certain actors in accordance with the developer's security policy, but this information is regarded as sensitive according to the intended security policies of other stakeholders such as the product's administrator, users, or others whose information is being processed.",Research-Concepts-1000
215,Insertion of Sensitive Information Into Debugging Code,No,2,2,2,Yes,Output Validation,Both,AI Outputs,"Could expose model details, training data, or prompts.","AI could leak sensitive information, but this is data exposure not AI generating attack payloads.",Data leakage via AI outputs.,"The product inserts sensitive information into debugging code, which could expose this information if the debugging code is not disabled in production.",Research-Concepts-1000
219,Storage of File with Sensitive Data Under Web Root,No,2,2,2,Yes,Output Validation,Both,AI Outputs,"Could expose model details, training data, or prompts.","AI could leak sensitive information, but this is data exposure not AI generating attack payloads.",Data leakage via AI outputs.,"The product stores sensitive data under the web document root with insufficient access control, which might make it accessible to untrusted parties.",Research-Concepts-1000
220,Storage of File With Sensitive Data Under FTP Root,No,2,2,2,Yes,Output Validation,Both,AI Outputs,"Could expose model details, training data, or prompts.","AI could leak sensitive information, but this is data exposure not AI generating attack payloads.",Data leakage via AI outputs.,"The product stores sensitive data under the FTP server root with insufficient access control, which might make it accessible to untrusted parties.",Research-Concepts-1000
244,Improper Clearing of Heap Memory Before Release ('Heap Inspection'),No,2,2,2,Yes,Output Validation,Both,AI Outputs,"Could expose model details, training data, or prompts.","AI could leak sensitive information, but this is data exposure not AI generating attack payloads.",Data leakage via AI outputs.,"Using realloc() to resize buffers that store sensitive information can leave the sensitive information exposed to attack, because it is not removed from memory.",Research-Concepts-1000
250,Execution with Unnecessary Privileges,No,2,1,2,Yes,Infrastructure,N/A,Infrastructure,Authentication/authorization affects AI API access and model protection.,AI might be tricked into bypassing or exposing authentication.,Unauthorized access to AI systems.,"The product performs an operation at a privilege level that is higher than the minimum level required, which creates new weaknesses or amplifies the consequences of other weaknesses.",Research-Concepts-1000
259,Use of Hard-coded Password,No,2,1,2,Yes,Infrastructure,N/A,Infrastructure,Authentication/authorization affects AI API access and model protection.,AI might be tricked into bypassing or exposing authentication.,Unauthorized access to AI systems.,"The product contains a hard-coded password, which it uses for its own inbound authentication or for outbound communication to external components.",Research-Concepts-1000
266,Incorrect Privilege Assignment,No,2,1,2,Yes,Infrastructure,N/A,Infrastructure,Authentication/authorization affects AI API access and model protection.,AI might be tricked into bypassing or exposing authentication.,Unauthorized access to AI systems.,"A product incorrectly assigns a privilege to a particular actor, creating an unintended sphere of control for that actor.",Research-Concepts-1000
