"control_id","control_domain","control_specification","architectural_relevance.phys","architectural_relevance.network","architectural_relevance.compute","architectural_relevance.storage","architectural_relevance.app","architectural_relevance.data","corp_gov_relevance","service_delivery_model.saas","service_delivery_model.paas","service_delivery_model.iaas","supplier_relationship.service_provider","supplier_relationship.tenant_consumer","framework_mappings.aicpa_2009_tsc_map","framework_mappings.aicpa_trust_service_criteria_soc_2sm_report","framework_mappings.aicpa_2014_tsc","framework_mappings.bits_shared_assessments_aup_v5_0","framework_mappings.bits_shared_assessments_sig_v6_0","framework_mappings.canada_pipeda","framework_mappings.ccm_v1_x","framework_mappings.cobit_4_1","framework_mappings.cobit_5_0","framework_mappings.coppa","framework_mappings.csa_enterprise_architecture_formerly_trusted_cloud_initiative","framework_mappings.csa_enterprise_architecture_formerly_trusted_cloud_initiative_2","framework_mappings.csa_enterprise_architecture_formerly_trusted_cloud_initiative_3","framework_mappings.csa_guidance_v3_0","framework_mappings.enisa_iaf","framework_mappings.95_46_ec_european_union_data_protection_directive","framework_mappings.fedramp_security_controls_final_release_jan_2012_low_impact_level","framework_mappings.fedramp_security_controls_final_release_jan_2012_moderate_impact_level","framework_mappings.gapp_aug_2009","framework_mappings.hipaa_hitech_act","framework_mappings.iso_iec_27001_2005","framework_mappings.iso_iec_27001_2013","framework_mappings.jericho_forum","framework_mappings.nerc_cip","framework_mappings.nist_sp800_53_r3","framework_mappings.nist_sp800_53_r4_app_j","framework_mappings.nzism","framework_mappings.odca_um_pa_r2_0","framework_mappings.odca_um_pa_r2_0_2","framework_mappings.pci_dss_v2_0","framework_mappings.pci_dss_v3_0","framework_mappings.tenant_consumer","framework_mappings.bsi_germany","framework_mappings.mexico_federal_law_on_protection_of_personal_data_held_by_private_parties","framework_mappings.itar","framework_mappings.ferpa"
"GRM-01","Governance and Risk Management
Baseline Requirements","Baseline security requirements shall be established for developed or acquired, organizationally-owned or managed, physical or virtual, applications and infrastructure system and network components that comply with applicable legal, statutory and regulatory compliance obligations. Deviations from standard baseline configurations must be authorized following change management policies and procedures prior to deployment, provisioning, or use. Compliance with security baseline requirements must be reassessed at least annually unless an alternate frequency has been established and authorized based on business need.","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","S1.1.0



S1.2.0(a-i)","(S1.1.0) The entity’s security policies are established and periodically reviewed and approved by a designated individual or group.

(S1.2.0(a-i)) The entity's security policies include, but may not be limited to, the following matters:","CC3.2","L.2","L.2, L.5, L.7 L.8, L.9, L.10","Schedule 1 (Section 5), 4.7 - Safeguards","IS-04","AI2.1
AI2.2
AI3.3
DS2.3
DS11.6","APO01.06
APO03.02
APO13.01
APO13.02
BAI02.01
BAI02.03
BAI02.04
BAI06.01
BAI10.01
BAI10.02
MEA02.01","312.8 and 312.10","SRM > Governance Risk & Compliance > Technical Standards","shared","x","Domain 2","6.03.01. (a)
6.03.04. (a)
6.03.04. (b)
6.03.04. (c)
6.03.04. (e)
6.07.01. (o)","Article 17","NIST SP 800-53 R3 CM-2
NIST SP 800-53 R3 SA-2
NIST SP 800-53 R3 SA-4","NIST SP 800-53 R3 CM-2
NIST SP 800-53 R3 CM-2 (1)
NIST SP 800-53 R3 CM-2 (3)
NIST SP 800-53 R3 CM-2 (5)
NIST SP 800-53 R3 SA-2
NIST SP 800-53 R3 SA-4
NIST SP 800-53 R3 SA-4 (1)
NIST SP 800-53 R3 SA-4 (4)
NIST SP 800-53 R3 SA-4 (7)
NIST SP 800-53 R3 SC-30","1.2.6
8.2.1
8.2.7","","A.12.1.1
A.15.2.2","A.14.1.1
A.18.2.3","Commandment #2
Commandment #4
Commandment #5
Commandment #11","","CM-2
SA-2
SA-4","AR-1 Governance and Privacy Program.  TR-1 PRIVACY NOTICE.  TR-3 DISSEMINATION OF PRIVACY PROGRAM INFORMATION","4.4
5.1","","","1.1
1.1.1
1.1.2
1.1.3
1.1.4
1.1.5
1.1.6
2.2
2.2.1
2.2.2
2.2.3
2.2.4","1.1
1.1.1
1.1.2
1.1.3
1.1.4
1.1.5
1.1.6
2.2
2.2.1
2.2.2
2.2.3
2.2.4","","12 (B)
14 (B)
13 (B)
15 (B)
16 (C+, A+)
21 (B)","Chapter II, Article 19 and Chapter VI, Section I, Article 39","",""
"GRM-02","Governance and Risk Management
Data Focus Risk Assessments","Risk assessments associated with data governance requirements shall be 
conducted at planned intervals and shall consider the following:
 • Awareness of where sensitive data is stored and transmitted across 
applications, databases, servers, and network infrastructure
 • Compliance with defined retention periods and end-of-life disposal requirements
 • Data classification and protection from unauthorized use, access, loss, destruction, and falsification","N","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","S3.1.0




C3.14.0



S1.2.b-c","(S3.1.0) Procedures exist to (1) identify potential threats of disruption to systems operation that would impair system security commitments and (2) assess the risks associated with the identified threats. 

(C3.14.0) Procedures exist to provide that system data are classified in accordance with the defined confidentiality and related security policies.

(S1.2.b-c) b. Classifying data based on its criticality and sensitivity and that classification is used to define protection requirements, access rights and access restrictions, and retention and destruction policies.
c. Assessing risks on a periodic basis.","CC3.1

CC3.1","","L.4, L.5, L.6, L.7","Schedule 1 (Section 5), 4.7 - Safeguards","DG-08","PO 9.1
PO 9.2
PO 9.4
DS 5.7","EDM03.02
APO01.03
APO12.01
APO12.02
APO12.03
APO12.04
BAI09.01","312.1","BOSS > Operational Risk Management > Independent Risk Management","shared","x","Domain 5","6.01. (d)
6.04.03. (a)","Article 6, Article 8,  Article 17 (1)","NIST SP 800-53 R3 CA-3
NIST SP 800-53 R3 RA-2
NIST SP 800-53 R3 RA-3
NIST SP 800-53 R3 SI-12","NIST SP 800-53 R3 CA-3
NIST SP 800-53 R3 RA-2
NIST SP 800-53 R3 RA-3
NIST SP 800-53 R3 SI-12","1.2.4
8.2.1","45 CFR 164.308(a)(1)(ii)(A)
45 CFR 164.308(a)(8)","Clause 4.2.1 c) & g)
Clause 4.2.3 d)
Clause 4.3.1 & 4.3.3
Clause 7.2 & 7.3
A.7.2
A.15.1.1
A.15.1.3
A.15.1.4","Clauses
5.2(c)
5.3(a)
5.3(b)
6.1.2
6.1.2(a)(2)
6.1.3(b)
7.5.3(b)
7.5.3(d)
8.1
8.2
8.3
9.2(g)
A.18.1.1
A.18.1.3
A.18.1.4
A.8.2.2","Commandment #1
Commandment #2
Commandment #3
Commandment #6
Commandment #7
Commandment #9
Commandment #10
Commandment #11","","CA-3
RA-2
RA-3
MP-8
PM-9
SI-12","AR-2 Privacy Impact and Risk Assessment","3.3
4.3
8.4","PA10
PA18","BSGP
GP","12.1
12.1.2","12.2","X","34 (B)","","EAR 15 CFR §736.2 (b)",""
"GRM-03","Governance and Risk Management
Management Oversight","Managers are responsible for maintaining awareness of, and complying with, security policies, procedures, and standards that are relevant to their area of responsibility.","N","N","N","N","N","N","Y","Y","Y","Y","Y","Y","S1.2.f



S2.3.0","(S1.2.f) f. Assigning responsibility and accountability for system availability, confidentiality, processing integrity and related security.

(S2.3.0) Responsibility and accountability for the entity’s system security policies and changes and updates to those policies are communicated to entity personnel responsible for implementing them.","CC3.2","E.1","E.4","Schedule 1 (Section 5) 4.1 Accountability; 4.7 Safeguards, Sub 4.7.4","IS-14","DS5.3
DS5.4
DS5.5","APO01.03
APO01.04
APO01.08
DSS01.01","312.8 and 312.10","BOSS > Human Resources Security > Roles and Responsibilities","shared","x","Domain 3, 9","","","NIST SP 800-53 R3 AT-2
NIST SP 800-53 R3 AT-3
NIST SP 800-53 R3 AT-4
NIST SP 800-53 R3 CA-1
NIST SP 800-53 R3 CA-5
NIST SP 800-53 R3 CA-6
NIST SP 800-53 R3 CA-7","NIST SP 800-53 R3 AT-2
NIST SP 800-53 R3 AT-3
NIST SP 800-53 R3 AT-4
NIST SP 800-53 R3 CA-1
NIST SP 800-53 R3 CA-5
NIST SP 800-53 R3 CA-6
NIST SP 800-53 R3 CA-7
NIST SP 800-53 R3 CA-7 (2)","1.1.2
8.2.1","","Clause 5.2.2
A.8.2.1
A.8.2.2
A 11.2.4
A.15.2.1","Clause 7.2(a,b)
A.7.2.1
A.7.2.2
A.9.2.5
A.18.2.2","Commandment #6
Commandment #7
Commandment #8","","AT-2
AT-3
CA-1
CA-5
CA-6
CA-7
PM-10","AR-1 Governance and Privacy Program","3.2","","","12.6.1
12.6.2","12.6, 7.3, 8.8, 9.10","X","5 (B)
65 (B)","","",""
"GRM-04","Governance and Risk Management
Management Program","An Information Security Management Program (ISMP) shall be developed, documented, approved, and implemented that includes administrative, technical, and physical safeguards to protect assets and data from loss, misuse, unauthorized access, disclosure, alteration, and destruction. The security program shall include, but not be limited to, the following areas insofar as they relate to the characteristics of the business:
 • Risk management
 • Security policy
 • Organization of information security
 • Asset management
 • Human resources security
 • Physical and environmental security
 • Communications and operations management
 • Access control
 • Information systems acquisition, development, and maintenance","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","x1.2.","(x1.2.) The entity’s system [availability, processing integrity, confidentiality and related] security policies include, but may not be limited to, the following matters:","","","A.1, B.1","Schedule 1 (Section 5), 4.1 - Accountability; 4.7 Safeguards","IS-01","R2 DS5.2
R2 DS5.5","APO13.01
APO13.02
APO13.03","312.8 and 312.10","SRM > InfoSec Management > Capabilitiy Mapping","shared","x","Domain 2","","Article 17","","","8.2.1","45 CFR 164.308(a)(1)(i)
45 CFR 164.308(a)(1)(ii)(B)
45 CFR 164.316(b)(1)(i)
45 CFR 164.308(a)(3)(i) (New)
45 CFR 164.306(a)  (New)","Clause 4.2
Clause 5
A.6.1.1
A.6.1.2
A.6.1.3
A.6.1.4
A.6.1.5
A.6.1.6
A.6.1.7
A.6.1.8","All in sections 4, 5, 6, 7, 8, 9, 10.
A.6.1.1
A.13.2.4
A.6.1.3
A.6.1.4
A.18.2.1","Commandment #1
Commandment #2","CIP-001-1a - R1 - R2
CIP-003-3 - R1 - R1.1 - R4
CIP-006-3c R1","PM-1
PM-2
PM-3
PM-4
PM-5
PM-6
PM-7
PM-8
PM-9
PM-10
PM-11","AR-1 Governance and Privacy Program","4.1","PA8","BSGP","12.1
12.2","12.1
12.2","X","2 (B)
3 (B)
5 (B)","Chapter II, Article 19","","99.31.(a)(1)(ii)"
"GRM-05","Governance and Risk Management
Management Support/Involvement","Executive and line management shall take formal action to support 
information security through clearly-documented direction and 
commitment, and shall ensure the action has been assigned.","N","N","N","N","N","N","Y","Y","Y","Y","Y","N","S1.3.0","(S1.3.0) Responsibility and accountability for developing and maintaining the entity’s system security policies, and changes and updates to those policies, are assigned.

The entity has prepared an objective description of the system and its boundaries and communicated such description to authorized users

The security obligations of users and the entity’s security commitments to users are communicated to authorized users.","CC1.2","","C.1","Schedule 1 (Section 5), 4.1 Safeguards, Subsec. 4.1.1","IS-02","DS5.1","APO01.02
APO01.03
APO01.04
APO01.08
APO13.01
APO13.02
APO13.03","312.8 and 312.10","SRM > Governance Risk & Compliance > Compliance Management","shared","x","Domain 2","","Article 17","NIST SP 800-53 R3 CM-1","NIST SP 800-53 R3 CM-1","8.2.1","45 CFR 164.316 (b)(2)(ii)
45 CFR 164.316 (b)(2)(iii)","Clause 5
A.6.1.1","All in section 5 plus clauses
4.4
4.2(b)
6.1.2(a)(1)
6.2
6.2(a)
6.2(d)
7.1
7.4
9.3
10.2
7.2(a)
7.2(b)
7.2(c)
7.2(d)
7.3(b)
7.3(c)","Commandment #3
Commandment #6","CIP-003-3 - R1 - R1.1","CM-1
PM-1
PM-11","","4.1","","","12.5","12.4","","5 (B)","Chapter VI, Section I, Article 39","",""
"GRM-06","Governance and Risk Management
Policy","Information security policies and procedures shall be established and 
made readily available for review by all impacted personnel and external
business relationships. Information security policies must be 
authorized by the organization's business leadership (or other 
accountable business role or function) and supported by a strategic 
business plan and an information security management program inclusive of defined information security roles and responsibilities for business leadership.","N","N","N","N","N","N","Y","Y","Y","Y","Y","Y","S1.1.0



S1.3.0



S2.3.0","(S1.1.0) The entity's security policies are established and periodically reviewed and approved by a designated individual or group.

(S1.3.0) Responsibility and accountability for developing and maintaining the entity’s system security policies, and changes and updates to those policies, are assigned.

(S2.3.0) Responsibility and accountability for the entity's system security policies and changes and updates to those policies are communicated to entity personnel responsible for implementing them.","CC3.2

CC1.2

CC2.3","","B.1","Schedule 1 (Section 5) 4.1 Accountability, Subsec 4.1.4","IS-03","DS5.2","APO01.03
APO01.04
APO13.01
APO13.02","312.8 and 312.10","SRM > Policies and Standards > Information Security Policies","shared","x","Domain 2","6.02. (e)","Article 17","NIST SP 800-53 R3 AC-1
NIST SP 800-53 R3 AT-1
NIST SP 800-53 R3 AU-1
NIST SP 800-53 R3 CA-1
NIST SP 800-53 R3 CM-1
NIST SP 800-53 R3 IA-1
NIST SP 800-53 R3 IR-1
NIST SP 800-53 R3 MA-1
NIST SP 800-53 R3 MP-1
NIST SP 800-53 R3 PE-1
NIST SP 800-53 R3 PL-1
NIST SP 800-53 R3 PS-1
NIST SP 800-53 R3 SA-1
NIST SP 800-53 R3 SC-1
NIST SP 800-53 R3 SI-1","NIST SP 800-53 R3 AC-1
NIST SP 800-53 R3 AT-1
NIST SP 800-53 R3 AU-1
NIST SP 800-53 R3 CA-1
NIST SP 800-53 R3 CM-1
NIST SP 800-53 R3 IA-1
NIST SP 800-53 R3 IR-1
NIST SP 800-53 R3 MA-1
NIST SP 800-53 R3 MP-1
NIST SP 800-53 R3 PE-1
NIST SP 800-53 R3 PL-1
NIST SP 800-53 R3 PS-1
NIST SP 800-53 R3 SA-1
NIST SP 800-53 R3 SC-1
NIST SP 800-53 R3 SI-1","8.1.0
8.1.1","45 CFR 164.316 (a)
45 CFR 164.316 (b)(1)(i)
45 CFR 164.316 (b)(2)(ii)
45 CFR 164.308(a)(2)","Clause 4.2.1
Clause 5
A.5.1.1
A.8.2.2","Clause 4.3
Clause 5
4.4
4.2(b)
6.1.2(a)(1)
6.2
6.2(a)
6.2(d)
7.1
7.4
9.3
10.2
7.2(a)
7.2(b)
7.2(c)
7.2(d)
7.3(b)
7.3(c)
A5.1.1
A.7.2.2","Commandment #1
Commandment #2
Commandment #3","CIP-003-3 - R1 -R1.1 - R1.2 - R2 - R2.1 - R2.2 - R2.3","AC-1
AT-1
AU-1
CA-1
CM-1
IA-1
IR-1
MA-1
MP-1
MP-1
PE-1
PL-1
PS-1
SA-1
SC-1
SI-1","","4.2
4.3
4.4
4.5","PA30","BSGP","12.1
12.2","7.3, 8.8, 9.10, 12.1
12.2","X","","Chapter VI, Section I, Article 39","",""
"GRM-07","Governance and Risk Management
Policy Enforcement","A formal disciplinary or sanction policy shall be established for employees who have violated security policies and procedures. Employees shall be made aware of what action might be taken in the event of a violation, and disciplinary measures must be stated in the policies and procedures.","N","N","N","N","N","N","Y","Y","Y","Y","Y","Y","S3.9



S2.4.0","(S3.9) Procedures exist to provide that issues of noncompliance with security policies are promptly addressed and that corrective measures are taken on a timely basis.

(S2.4.0) The security obligations of users and the entity’s security commitments to users are communicated to authorized users.","CC6.2

CC2.5","","B.1.5","Schedule 1 (Section 5) 4.1 Accountability, Subs. 4.1.4","IS-06","PO 7.7","APO01.03
APO01.08
APO07.04","312.8 and 312.10","SRM > Governance Risk & Compliance >","shared","x","Domain 2","","Article 17","NIST SP 800-53 R3 PL-4
NIST SP 800-53 R3 PS-1
NIST SP 800-53 R3 PS-8","NIST SP 800-53 R3 PL-4
NIST SP 800-53 R3 PS-1
NIST SP 800-53 R3 PS-8","10.2.4","45 CFR 164.308 (a)(1)(ii)(C)","A.8.2.3","A7.2.3","Commandment #6
Commandment #7","","PL-4
PS-1
PS-8","","","","","","","X","","Chapter X, Article 64","","99.31(a)(i)(ii)"
"GRM-08","Governance and Risk Management
Policy Impact on Risk Assessments","Risk assessment results shall include updates to security policies, 
procedures, standards, and controls to ensure that they remain relevant 
and effective.","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","","","","B.2
G.21
L.2","B.1.1, B.1.2, B.1.6, B.1.7.2, G.2, L.9, L.10","Schedule 1 (Section 5), 4.7 - Safeguards","RI-04","PO 9.6","APO12
APO13.01
APO13.03","312.8 and 312.10","BOSS > Operational Risk Management > Risk Management Framework","shared","x","Domian 2, 4","6.03. (a)","Article 17 (1), (2)","NIST SP 800-53 R3 AC-1
NIST SP 800-53 R3 AT-1
NIST SP 800-53 R3 AU-1
NIST SP 800-53 R3 CA-1
NIST SP 800-53 R3 CM-1
NIST SP 800-53 R3 CP-1
NIST SP 800-53 R3 IA-1
NIST SP 800-53 R3 IR-1
NIST SP 800-53 R3 MA-1
NIST SP 800-53 R3 MP-1
NIST SP 800-53 R3 PE-1
NIST SP 800-53 R3 PL-1
NIST SP 800-53 R3 PS-1
NIST SP 800-53 R3 RA-1
NIST SP 800-53 R3 RA-3
NIST SP 800-53 R3 SC-1
NIST SP 800-53 R3 SI-1","NIST SP 800-53 R3 AC-1
NIST SP 800-53 R3 AT-1
NIST SP 800-53 R3 AU-1
NIST SP 800-53 R3 CA-1
NIST SP 800-53 R3 CM-1
NIST SP 800-53 R3 CP-1
NIST SP 800-53 R3 IA-1
NIST SP 800-53 R3 IR-1
NIST SP 800-53 R3 MA-1
NIST SP 800-53 R3 MP-1
NIST SP 800-53 R3 PE-1
NIST SP 800-53 R3 PL-1
NIST SP 800-53 R3 PS-1
NIST SP 800-53 R3 RA-1
NIST SP 800-53 R3 RA-3
NIST SP 800-53 R3 SC-1
NIST SP 800-53 R3 SI-1","","","Clause 4.2.3
Clause 4.2.4
Clause 4.3.1
Clause 5
Clause 7
A.5.1.2
A.10.1.2
A.10.2.3
A.14.1.2
A.15.2.1
A.15.2.2","Clause
4.2.1 a,
4.2(b)
4.3 c,
4.3(a&b)
4.4
5.1(c)
5.1(d)
5.1(e)
5.1(f)
5.1(g)
5.1(h)
5.2
5.2 e,
5.2(f)
5.3
6.1.1(e)(2),
6.1.2(a)(1)
6.2
6.2(a)
6.2(d)
6.2 e,
6.12 (a) (2),
7.1
7.2(a),
7.2(b)
7.2(c)
7.2(d)
7.3(b),
7.3(c)
7.4
7.5.1 (a)
8.1*, partial
8.2
9.1
9.1 e,
9.2,
9.3
9.3(a)
9.3(b&f)
9.3(c),
9.3(c)(1)
9.3(c)(2),
9.3(c)(3)
9.3(d)
9.3(e)
10.1(c)
10.2,
A.5.1.2
A.12.1.2
A.15.2.2
A.17.1.1
A.18.2.2
A.18.2.3","","CIP-009-3 - R2","CP-2
RA-2
RA-3","AR-2 Privacy Impact and Risk Assessment","4.3","","","12.1.3","12.2","X","","","",""
"GRM-09","Governance and Risk Management
Policy Reviews","The organization's business leadership (or other accountable business 
role or function) shall review the information security policy at 
planned intervals or as a result of changes to the organization to 
ensure its continuing alignment with the security strategy, 
effectiveness, accuracy, relevance, and applicability to legal, 
statutory, or regulatory compliance obligations.","N","N","N","N","N","N","Y","Y","Y","Y","Y","Y","S1.1.0","(S1.1.0) The entity’s security policies are established and periodically reviewed and approved by a designated individual or group.","CC3.2","B.2","B.1.33. B.1.34,","","IS-05","DS 5.2
DS 5.4","APO12
APO13.01
APO13.03
MEA03.01
MEA03.02","312.8 and 312.10","SRM > Governance Risk & Compliance > Policy Management","shared","x","Domain 2","","Article 17","NIST SP 800-53 R3 AC-1
NIST SP 800-53 R3 AT-1
NIST SP 800-53 R3 AU-1
NIST SP 800-53 R3 CA-1
NIST SP 800-53 R3 CM-1
NIST SP 800-53 R3 CP-1
NIST SP 800-53 R3 IA-1
NIST SP 800-53 R3 IA-5
NIST SP 800-53 R3 IA-5 (1)
NIST SP 800-53 R3 IR-1
NIST SP 800-53 R3 MA-1
NIST SP 800-53 R3 MP-1
NIST SP 800-53 R3 PE-1
NIST SP 800-53 R3 PL-1
NIST SP 800-53 R3 PS-1
NIST SP 800-53 R3 RA-1
NIST SP 800-53 R3 SA-1
NIST SP 800-53 R3 SC-1
NIST SP 800-53 R3 SI-1","NIST SP 800-53 R3 AC-1
NIST SP 800-53 R3 AT-1
NIST SP 800-53 R3 AU-1
NIST SP 800-53 R3 CA-1
NIST SP 800-53 R3 CM-1
NIST SP 800-53 R3 CP-1
NIST SP 800-53 R3 IA-1
NIST SP 800-53 R3 IA-5
NIST SP 800-53 R3 IA-5 (1)
NIST SP 800-53 R3 IA-5 (2)
NIST SP 800-53 R3 IA-5 (3)
NIST SP 800-53 R3 IA-5 (6)
NIST SP 800-53 R3 IA-5 (7)
NIST SP 800-53 R3 IR-1
NIST SP 800-53 R3 MA-1
NIST SP 800-53 R3 MP-1
NIST SP 800-53 R3 PE-1
NIST SP 800-53 R3 PL-1
NIST SP 800-53 R3 PS-1
NIST SP 800-53 R3 RA-1
NIST SP 800-53 R3 SA-1
NIST SP 800-53 R3 SC-1
NIST SP 800-53 R3 SI-1","1.2.1
8.2.7
10.2.3","45 CFR 164.316 (b)(2)(iii)
45 CFE 164.306€","Clause 4.2.3 f)
A.5.1.2","Clause 8.1
A.5.1.2","Commandment #1
Commandment #2
Commandment #3","CIP-003-3 - R3.2 - R3.3 - R1.3
R3 - R3.1 - R3.2 - R3.3","AC-1
AT-1
AU-1
CA-1
CM-1
CP-1
IA-1
IA-5
IR-1
MA-1
MP-1
PE-1
PL-1
PM-1
PS-1
RA-1
SA-1
SC-1
SI-1","","4.1
6.1","","","12.1.3","12.1.1","X","","","",""
"GRM-10","Governance and Risk Management
Risk Assessments","Aligned with the enterprise-wide framework, formal risk assessments shall be performed at least annually or at planned intervals, (and in conjunction with any changes to information systems) to determine the likelihood and impact of all identified risks using qualitative and quantitative methods. The likelihood and impact associated with inherent and residual risk shall be determined independently, considering all risk categories (e.g., audit results, threat and vulnerability analysis, and regulatory compliance).","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","S3.1




x3.1.0





S4.3.0","(S3.1) Procedures exist to (1) identify potential threats of disruption to systems operation that would impair system security commitments and (2) assess the risks associated with the identified threats. 

(x3.1.0) Procedures exist to (1) identify potential threats of disruptions to systems operation that would impair system [availability, processing integrity, confidenitality] commitments and (2) assess the risks associated with the identified threats.

(S4.3.0) Environmental, regulatory, and technological changes are monitored, and their effect on system availability, confidentiality of data, processing integrity,  and system security is assessed on a timely basis; policies are updated for that assessment.","CC3.1



CC3.3","I.1
I.4","C.2.1, I.4.1, I.5, G.15.1.3, I.3","Schedule 1 (Section 5), 4.7 - Safeguards","RI-02","PO 9.4","APO12","312.8 and 312.10","BOSS > Operational Risk Management > Risk Management Framework","shared","x","Domain 2, 4","6.03. (a)
6.08. (a)","Article 17 (1), (2)","NIST SP 800-53 R3 CM-1
NIST SP 800-53 R3 RA-1
NIST SP 800-53 R3 RA-2
NIST SP 800-53 R3 RA-3","NIST SP 800-53 R3 RA-1
NIST SP 800-53 R3 RA-2
NIST SP 800-53 R3 RA-3
NIST SP 800-53 R3 SC-30","1.2.4
1.2.5","45 CFR 164.308 (a)(1)(ii)(A)","Clause 4.2.1 c) through g)
Clause 4.2.3 d)
Clause 5.1 f)
Clause 7.2 & 7.3
A.6.2.1
A.12.5.2
A.12.6.1
A.14.1.2
A.15.1.1
A.15.2.1
A.15.2.2","Clause
4.2(b),
6.1.1,
6.1.1(e)(2)
6.1.2
6.1.2(a)(1)
6.1.2(a)(2),
6.1.2(b)
6.1.2 (c)
6.1.2(c)(1),
6.1.2(c)(2)
6.1.2(d)
6.1.2(d)(1)
6.1.2(d)(2)
6.1.2(d)(3)
6.1.2(e)
6.1.2(e)(1)
6.1.2(e)(2)
6.1.3,
6.1.3(a)
6.1.3(b)
8.1
9.3(a),
9.3(b)
9.3(b)(f)
9.3(c)
9.3(c)(1)
9.3(c)(2)
9.3(c)(3)
9.3(d)
9.3(e)
9.3(f)
A.14.2.3
A.12.6.1
A.17.1.1
A.18.1.1
A.18.2.2
A.18.2.3","","CIP-002-3 - R1.1 - R1.2
CIP-005-3a - R1 - R1.2
CIP-009-3 - R.1.1","PL-5
RA-2
RA-3","","1.1
3.3
5.1
5.2
5.3
5.4
7.1
12.2
17.7
18.1
18.3","PA2
PA15","BSGP
SGP","12.1.2","12.2","X","46 (B)
74 (B)","","",""
"GRM-11","Governance and Risk Management
Risk Management Framework","Risks shall be mitigated to an acceptable level. Acceptance levels based on risk criteria shall be established and documented in accordance with reasonable resolution time frames and stakeholder approval.","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","S3.1




x3.1.0","(S3.1) Procedures exist to (1) identify potential threats of disruption to systems operation that would impair system security commitments and (2) assess the risks associated with the identified threats. 

(x3.1.0) Procedures exist to (1) identify potential threats of disruptions to systems operation that would impair system [availability, processing integrity, confidenitality] commitments and (2) assess the risks associated with the identified threats.","CC3.1","L.2","A.1, L.1","Schedule 1 (Section 5), 4.7 - Safeguards","RI-01","PO 9.1","EDM03.02
APO01.03
APO12","312.8 and 312.10","BOSS > Operational Risk Management > Risk Management Framework","shared","x","Domain 2, 4","","Article 17 (1), (2)","NIST SP 800-53 R3 AC-1
NIST SP 800-53 R3 AT-1
NIST SP 800-53 R3 AU-1
NIST SP 800-53 R3 CA-1
NIST SP 800-53 R3 CA-6
NIST SP 800-53 R3 CA-7
NIST SP 800-53 R3 PL-1
NIST SP 800-53 R3 RA-1
NIST SP 800-53 R3 RA-2
NIST SP 800-53 R3 RA-3","NIST SP 800-53 R3 AC-1
NIST SP 800-53 R3 AT-1
NIST SP 800-53 R3 AU-1
NIST SP 800-53 R3 CA-1
NIST SP 800-53 R3 CA-6
NIST SP 800-53 R3 CA-7
NIST SP 800-53 R3 PL-1
NIST SP 800-53 R3 RA-1
NIST SP 800-53 R3 RA-2
NIST SP 800-53 R3 RA-3
NIST SP 800-53 R3 SA-9 (1)
NIST SP 800-53 R3 SC-30
NIST SP 800-53 R3 SI-4
NIST SP 800-53 R3 SI-4 (2)
NIST SP 800-53 R3 SI-4 (4)
NIST SP 800-53 R3 SI-4 (5)
NIST SP 800-53 R3 SI-4 (6)
NIST SP 800-53 R3 CM-1","1.2.4","45 CFR 164.308 (a)(8)
45 CFR 164.308(a)(1)(ii)(B)","Clause 4.2.1 c) through g)
Clause 4.2.2 b)
Clause 5.1 f)
Clause 7.2 & 7.3
A.6.2.1
A.12.6.1
A.14.1.2
A.15.2.1
A.15.2.2","Clause
6.1.1,
6.1.1(e)(2)
6.1.2
6.1.2(a)(1)
6.1.2(a)(2),
6.1.2(b)
6.1.2 (c)
6.1.2(c)(1),
6.1.2(c)(2)
6.1.2(d)
6.1.2(d)(1)
6.1.2(d)(2)
6.1.2(d)(3)
6.1.2(e)
6.1.2(e)(1)
6.1.2(e)(2)
6.1.3,
6.1.3(a)
6.1.3(b)
8.3
9.3(a),
9.3(b)
9.3(b)(f)
9.3(c)
9.3(c)(1)
9.3(c)(2)
9.3(c)(3)
9.3(d)
9.3(e)
9.3(f)
A.12.6.1
A.17.1.1
A.18.2.2
A.18.2.3","","CIP-009-3 - R4","AC-4
CA-2
CA-6
PM-9
RA-1","AR-2 Privacy Impact and Risk Assessment","3.2 (responsibility)
3.3
3.4
4.1
4.3
5.2 (residual Risk)","","","12.1.2","12.2","X","","Chapter II
Article 19","",""
