"requirement_id","module","name","cia","applicable_threats"
"NET.3.3.A4","NET.3.3","Secure Configuration of a VPN","","G 0.14|G 0.19|G 0.22|G 0.23|G 0.32"
"NET.3.3.A5","NET.3.3","Blocking Unneeded VPN Accounts","","G 0.28"
"NET.3.3.A6","NET.3.3","Analysis of VPN Requirements","","G 0.18|G 0.23|G 0.32"
"NET.3.3.A7","NET.3.3","Planning the Technical VPN Implementation","","G 0.14|G 0.19|G 0.22|G 0.23|G 0.43|G 0.46"
"NET.3.3.A8","NET.3.3","Drawing Up a Security Policy for VPN Usage","","G 0.18"
"NET.3.3.A9","NET.3.3","Selection of Suitable VPN Products","","G 0.9|G 0.11|G 0.40"
"NET.3.3.A10","NET.3.3","Secure Operation of a VPN","","G 0.14|G 0.19|G 0.22|G 0.43|G 0.46"
"NET.3.3.A11","NET.3.3","Secure Integration of an External Network","","G 0.9|G 0.11|G 0.40"
"NET.3.3.A12","NET.3.3","User and Access Management for Remote Access VPNs","","G 0.32"
"NET.3.3.A13","NET.3.3","Integration of VPN Components into a Firewall","","G 0.14|G 0.19|G 0.22|G 0.43|G 0.46"
"NET.4.1.A1","NET.4.1","Requirements Analysis and Planning for Telecommunications Systems","","G 0.11|G 0.18"
"NET.4.1.A2","NET.4.1","Selection of Telecommunications Service Providers","","G 0.9|G 0.11|G 0.18"
"NET.4.1.A5","NET.4.1","Logging for Telecommunications Systems","","G 0.15|G 0.31"
"NET.4.1.A6","NET.4.1","Creating a Security Policy for Telecommunications Systems","","G 0.18|G 0.19|G 0.31"
"NET.4.1.A7","NET.4.1","Suitable Installation of the Telecommunications System","","G 0.14|G 0.15|G 0.19|G 0.21|G 0.25|G 0.30"
"NET.4.1.A8","NET.4.1","Limitation and Blocking of Unnecessary or Security-Critical Features","","G 0.14|G 0.15|G 0.19|G 0.31|G 0.42"
"NET.4.1.A9","NET.4.1","Training on the Secure Use of Telecommunications Systems","","G 0.31|G 0.42"
"NET.4.1.A10","NET.4.1","Documentation and Revision of the Telecommunications System Configuration","","G 0.14|G 0.26"
"NET.4.1.A11","NET.4.1","Decommissioning Telecommunications Systems and Devices","","G 0.19"
"NET.4.1.A12","NET.4.1","Backup of Configuration Files","","G 0.19"
"NET.4.1.A13","NET.4.1","Acquisition of Telecommunications Systems","","G 0.9|G 0.18"
"NET.4.1.A14","NET.4.1","Contingency Planning for Telecommunication Systems","","G 0.9|G 0.26"
"NET.4.1.A15","NET.4.1","mergency Calls in the Event of a Telecommunications System Failur","","G 0.9|G 0.11"
"NET.4.1.A16","NET.4.1","Securing End Devices in Openly Accessible Rooms","","G 0.21|G 0.30"
"NET.4.1.A17","NET.4.1","Maintenance of Telecommunications Systems","","G 0.15|G 0.19|G 0.21|G 0.30"
"NET.4.1.A18","NET.4.1","Increased Access Protection","CI","G 0.21|G 0.30"
"NET.4.1.A19","NET.4.1","Redundant Connections","A","G 0.9|G 0.11|G 0.25"
"NET.4.2.A1","NET.4.2","Planning the Use of VoIP","","G 0.9|G 0.15|G 0.18|G 0.26|G 0.27|G 0.46"
"NET.4.2.A3","NET.4.2","Secure Administration and Configuration of VoIP End Devices","","G 0.20|G 0.21|G 0.28|G 0.30|G 0.32"
"NET.4.2.A4","NET.4.2","Restricting Accessibility via VoIP","","G 0.9|G 0.23|G 0.32|G 0.40"
"NET.4.2.A5","NET.4.2","Secure Configuration of VoIP Middleware","","G 0.21|G 0.30|G 0.31"
"NET.4.2.A7","NET.4.2","Drawing up a Security Policy for VoIP","","G 0.15|G 0.19|G 0.30|G 0.31|G 0.32|G 0.45|G 0.46"
"NET.4.2.A8","NET.4.2","Encryption of VoIP","","G 0.15|G 0.19|G 0.46"
"NET.4.2.A9","NET.4.2","Selection of Suitable VoIP Components","","G 0.9|G 0.15|G 0.18|G 0.32"
"NET.4.2.A11","NET.4.2","Secure Handling of VoIP End Devices","","G 0.19|G 0.23|G 0.30"
"NET.4.2.A12","NET.4.2","Secure Decommissioning of VoIP Components","","G 0.9|G 0.27|G 0.40"
"NET.4.2.A13","NET.4.2","Firewall Requirements When Using VoIP","","G 0.15|G 0.46"
"NET.4.2.A14","NET.4.2","Encryption of Signalling","CI","G 0.15|G 0.46"
"NET.4.2.A15","NET.4.2","Secure Media Transport Using SRTP","CI","G 0.9|G 0.18|G 0.19|G 0.30|G 0.40"
"NET.4.2.A16","NET.4.2","Network Separation for Data and VoIP","CIA","G 0.9|G 0.18|G 0.19|G 0.30|G 0.40"
"NET.4.3.A1","NET.4.3","Suitable Siting of a Fax Machine","","G 0.2|G 0.4|G 0.14|G 0.16|G 0.18"
"NET.4.3.A2","NET.4.3","Information for Employees on Using Fax Machines","","G 0.2|G 0.18|G 0.27|G 0.31"
"NET.4.3.A3","NET.4.3","Secure Operation of a Fax Server","","G 0.27|G 0.31"
"NET.4.3.A4","NET.4.3","Drawing Up a Security Policy for Fax Use","","G 0.14|G 0.16|G 0.18|G 0.19|G 0.22|G 0.31"
"NET.4.3.A6","NET.4.3","Procurement of Suitable Fax Machines and Servers","","G 0.14|G 0.18|G 0.19|G 0.22"
"NET.4.3.A7","NET.4.3","Suitable Labelling of Outgoing Fax Transmissions","","G 0.18"
"NET.4.3.A8","NET.4.3","Appropriate Disposal of Consumable Fax Accessories and Spare Parts","","G 0.14|G 0.19"
"NET.4.3.A9","NET.4.3","Using Transmission and Reception Logs","","G 0.14"
"NET.4.3.A10","NET.4.3","Control of Programmable Destination Addresses, Logs, and Distribution Lists","","G 0.14|G 0.19|G 0.22"
"NET.4.3.A11","NET.4.3","Preventing Fax Machine Overload","A","G 0.14|G 0.19|G 0.22|G 0.31"
"NET.4.3.A12","NET.4.3","Blocking Specific Recipient and Sender Fax Numbers","CIA","G 0.8"
"NET.4.3.A13","NET.4.3","Designating Authorised Fax Operators","CIA","G 0.8|G 0.14"
"NET.4.3.A14","NET.4.3","Producing Copies of Incoming Fax Messages","A","G 0.27|G 0.31"
"NET.4.3.A15","NET.4.3","Announcing and Acknowledging Fax Messages","CIA","G 0.16"
"OPS.1.1.2.A2","OPS.1.1.2","Deputising Rules and Contingency Planning","","G 0.33"
"OPS.1.1.2.A3","OPS.1.1.2","Controlled Hiring of IT Administrators","","G 0.14|G 0.16|G 0.21|G 0.22|G 0.29|G 0.30|G 0.32|G 0.35|G 0.42"
"OPS.1.1.2.A4","OPS.1.1.2","Termination of IT Administration Duties","","G 0.14|G 0.21|G 0.22|G 0.30|G 0.32|G 0.35|G 0.37"
"OPS.1.1.2.A5","OPS.1.1.2","Verifying Administrative Tasks","","G 0.14|G 0.21|G 0.22|G 0.30|G 0.37"
"OPS.1.1.2.A6","OPS.1.1.2","Protecting Administrative Tasks","","G 0.14|G 0.21|G 0.22|G 0.30|G 0.37"
"OPS.1.1.2.A7","OPS.1.1.2","Regulation of IT Administration Tasks","","G 0.14|G 0.21|G 0.22|G 0.29|G 0.30|G 0.32"
"OPS.1.1.2.A8","OPS.1.1.2","Administration of Specialised Applications","","G 0.30|G 0.31|G 0.32"
"OPS.1.1.2.A9","OPS.1.1.2","Sufficient Resources for the IT Operation Department","","G 0.27|G 0.31|G 0.33"
"OPS.1.1.2.A10","OPS.1.1.2","Further Education and Information","","G 0.31"
"OPS.1.1.2.A11","OPS.1.1.2","Documentation of IT Administration Tasks","","G 0.22|G 0.30|G 0.32|G 0.37"
"OPS.1.1.2.A12","OPS.1.1.2","Provisions for Maintenance and Repairs","","G 0.14|G 0.16|G 0.21|G 0.22|G 0.29|G 0.30|G 0.42"
"OPS.1.1.2.A14","OPS.1.1.2","Security Vetting of Administrators","CIA","G 0.14|G 0.16|G 0.21|G 0.22|G 0.30|G 0.32"
"OPS.1.1.2.A15","OPS.1.1.2","Division of Administrative Activities","CI","G 0.21|G 0.22|G 0.32|G 0.35|G 0.42"
"OPS.1.1.2.A16","OPS.1.1.2","Access Restrictions for Administrative Access","CIA","G 0.14|G 0.21|G 0.22|G 0.30"
"OPS.1.1.2.A17","OPS.1.1.2","Dual Control in IT Administration","CI","G 0.14|G 0.21|G 0.22|G 0.27|G 0.30|G 0.31|G 0.32|G 0.33|G 0.35|G 0.37|G 0.42"
"OPS.1.1.2.A18","OPS.1.1.2","Consistent Logging of Administrative Activities","CI","G 0.14|G 0.21|G 0.22|G 0.30|G 0.32|G 0.37"
"OPS.1.1.2.A19","OPS.1.1.2","Consideration of High-Availability Requirements","A","G 0.27|G 0.33"
"OPS.1.1.2.A20","OPS.1.1.2","Administration and Commissioning of Devices","","G 0.14|G 0.16|G 0.22"
"OPS.1.1.3.A1","OPS.1.1.3","Concept for Patch and Change Management","","G 0.18"
"OPS.1.1.3.A2","OPS.1.1.3","Definition of Responsibilities","","G 0.18"
"OPS.1.1.3.A3","OPS.1.1.3","Configuration of Auto-Update Mechanisms","","G 0.19|G 0.20|G 0.23|G 0.25|G 0.26|G 0.28|G 0.39"
"OPS.1.1.3.A5","OPS.1.1.3","Handling Change Requests","","G 0.18|G 0.25|G 0.26"
"OPS.1.1.3.A6","OPS.1.1.3","Coordination of Change Requests","","G 0.18|G 0.25|G 0.26"
"OPS.1.1.3.A7","OPS.1.1.3","Integration of Change Management into Business Processes","","G 0.18|G 0.25|G 0.26"
"OPS.1.1.3.A8","OPS.1.1.3","Secure Use of Tools for Patch and Change Management","","G 0.19|G 0.20|G 0.23|G 0.25|G 0.26|G 0.27|G 0.28"
"OPS.1.1.3.A9","OPS.1.1.3","Testing and Acceptance Procedures for New Hardware","","G 0.25|G 0.26|G 0.28"
"OPS.1.1.3.A10","OPS.1.1.3","Assuring the Integrity and Authenticity of Software Packages","","G 0.20|G 0.23|G 0.28|G 0.39|G 0.46"
"OPS.1.1.3.A11","OPS.1.1.3","Continuous Documentation of Information Processing","","G 0.18"
"OPS.1.1.3.A12","OPS.1.1.3","Use of Tools in Change Management","A","G 0.18|G 0.25|G 0.26|G 0.27"
"OPS.1.1.3.A13","OPS.1.1.3","Measuring the Success of Change Requests","IA","G 0.18|G 0.26"
"OPS.1.1.3.A14","OPS.1.1.3","Synchronisation Within Change Management","CIA","G 0.18"
"OPS.1.1.3.A15","OPS.1.1.3","Regular Updating of IT Systems and Software","","G 0.18|G 0.23|G 0.25|G 0.26|G 0.28"
"OPS.1.1.3.A16","OPS.1.1.3","Regular Search for Information on Patches and Vulnerabilities","","G 0.19|G 0.23|G 0.25|G 0.28|G 0.39"
"OPS.1.1.4.A1","OPS.1.1.4","Creating a Malware Protection Concept","","G 0.14|G 0.19|G 0.23|G 0.32|G 0.36|G 0.39|G 0.42|G 0.46"
"OPS.1.1.4.A2","OPS.1.1.4","Using System-Specific Protection Mechanisms","","G 0.14|G 0.19|G 0.23|G 0.32|G 0.36|G 0.39|G 0.46"
"OPS.1.1.4.A3","OPS.1.1.4","Selection of a Virus Protection Program","","G 0.14|G 0.19|G 0.23|G 0.32|G 0.36|G 0.39|G 0.46"
"OPS.1.1.4.A5","OPS.1.1.4","Operation and Configuration of Virus Protection Programs","","G 0.14|G 0.19|G 0.23|G 0.32|G 0.36|G 0.39|G 0.42|G 0.46"
"OPS.1.1.4.A6","OPS.1.1.4","Regular Updating of Virus Protection Programs and Signatures","","G 0.14|G 0.19|G 0.23|G 0.32|G 0.36|G 0.39|G 0.42|G 0.46"
"OPS.1.1.4.A7","OPS.1.1.4","User Awareness and Obligations","","G 0.14|G 0.19|G 0.23|G 0.32|G 0.39|G 0.46"
"OPS.1.1.4.A9","OPS.1.1.4","Reporting Malware Infections","","G 0.14|G 0.19|G 0.23|G 0.32|G 0.36|G 0.39|G 0.46"
"OPS.1.1.4.A10","OPS.1.1.4","Using Special Analysis Environments","CIA","G 0.14|G 0.19|G 0.23|G 0.32|G 0.36|G 0.39|G 0.46"
"OPS.1.1.4.A11","OPS.1.1.4","Using Several Scan Engines","CIA","G 0.14|G 0.19|G 0.23|G 0.32|G 0.36|G 0.42|G 0.46"
"OPS.1.1.4.A12","OPS.1.1.4","Using Storage Media Locks","CIA","G 0.14|G 0.19|G 0.23|G 0.32|G 0.36|G 0.39|G 0.46"
"OPS.1.1.4.A13","OPS.1.1.4","Handling Untrusted Files","CIA","G 0.14|G 0.19|G 0.23|G 0.32|G 0.36|G 0.39|G 0.46"
"OPS.1.1.4.A14","OPS.1.1.4","Selecting and Using Cyber Security Products to Thwart Targeted Attacks","CIA","G 0.14|G 0.19|G 0.23|G 0.32|G 0.36|G 0.39|G 0.46"
"OPS.1.1.5.A1","OPS.1.1.5","Drawing Up a Security Policy for Logging","","G 0.18"
"OPS.1.1.5.A3","OPS.1.1.5","Configuring Logging at the System and Network Level","","G 0.29|G 0.37"
"OPS.1.1.5.A4","OPS.1.1.5","Time Synchronisation of IT Systems","","G 0.37"
"OPS.1.1.5.A5","OPS.1.1.5","Complying with Legal Framework Conditions","","G 0.29|G 0.32|G 0.38|G 0.46"
"OPS.1.1.5.A6","OPS.1.1.5","Basic Structure of a Centralised Logging Infrastructure","","G 0.18|G 0.26|G 0.27|G 0.37"
"OPS.1.1.5.A8","OPS.1.1.5","Archiving of Log Data","","G 0.29"
"OPS.1.1.5.A9","OPS.1.1.5","Providing Log Data for Assessment","","G 0.18|G 0.27|G 0.29|G 0.46"
"OPS.1.1.5.A10","OPS.1.1.5","Access Protection for Log Data","","G 0.22|G 0.32"
"OPS.1.1.5.A11","OPS.1.1.5","Increasing the Scope of Logging","CIA","G 0.29|G 0.37"
"OPS.1.1.5.A12","OPS.1.1.5","Encryption of Log Data","CI","G 0.14|G 0.15|G 0.19|G 0.22|G 0.46"
"OPS.1.1.5.A13","OPS.1.1.5","Highly Available Logging Infrastructure","A","G 0.9|G 0.25|G 0.27"
"OPS.1.1.6.A1","OPS.1.1.6","Planning of Software Tests","","G 0.18|G 0.25|G 0.26"
"OPS.1.1.6.A2","OPS.1.1.6","Performing Functional Software Tests","","G 0.25|G 0.26"
"OPS.1.1.6.A3","OPS.1.1.6","Assessing Test Results","","G 0.26"
"OPS.1.1.6.A4","OPS.1.1.6","Software Approval","","G 0.18|G 0.25|G 0.26"
"OPS.1.1.6.A5","OPS.1.1.6","Performing Software Tests for Non-Functional Requirements","","G 0.27|G 0.28"
"OPS.1.1.6.A6","OPS.1.1.6","Orderly Instruction of Software Testers","","G 0.18"
"OPS.1.1.6.A7","OPS.1.1.6","Selecting Software Testers","","G 0.14|G 0.18|G 0.41"
"OPS.1.1.6.A10","OPS.1.1.6","Drawing Up an Acceptance Plan","","G 0.18"
"OPS.1.1.6.A11","OPS.1.1.6","Using Anonymised or Pseudonymised Test Data","","G 0.19|G 0.38"
"OPS.1.1.6.A12","OPS.1.1.6","Performing Regression Tests","","G 0.18|G 0.25|G 0.26|G 0.28"
"OPS.1.1.6.A13","OPS.1.1.6","Separating the Test Environment from the Production Environment","","G 0.18|G 0.19|G 0.25|G 0.26|G 0.32|G 0.38|G 0.45|G 0.46"
"OPS.1.1.6.A14","OPS.1.1.6","Performing Penetration Tests","CIA","G 0.18|G 0.28"
"OPS.1.1.6.A15","OPS.1.1.6","Verification of Installation and Related Documentation","","G 0.18|G 0.25|G 0.26"
"OPS.1.1.6.A16","OPS.1.1.6","Security Vetting of Testers","CIA","G 0.14|G 0.18"
"OPS.1.1.7.A1","OPS.1.1.7","Specification of System Management Requirements","","G 0.9|G 0.18|G 0.25|G 0.26|G 0.27|G 0.29|G 0.30"
"OPS.1.1.7.A2","OPS.1.1.7","System Management Planning","","G 0.9|G 0.18|G 0.25|G 0.26|G 0.27"
"OPS.1.1.7.A3","OPS.1.1.7","Time Synchronisation for System Management","","G 0.21|G 0.22|G 0.25|G 0.26"
"OPS.1.1.7.A4","OPS.1.1.7","Protection of System Management Communication","","G 0.15|G 0.19|G 0.21|G 0.22|G 0.23|G 0.30|G 0.43"
"OPS.1.1.7.A5","OPS.1.1.7","Mutual Authentication Between the System Management Solution and Systems to be Managed","","G 0.15|G 0.19|G 0.21|G 0.22|G 0.23|G 0.43"
"OPS.1.1.7.A6","OPS.1.1.7","Securing Access to the System Management Solution","","G 0.15|G 0.19|G 0.21|G 0.22|G 0.23|G 0.30|G 0.31|G 0.43"
"OPS.1.1.7.A7","OPS.1.1.7","Definition of a Security Policy for System Management","","G 0.15|G 0.19|G 0.21|G 0.22|G 0.23|G 0.30|G 0.31|G 0.32"
"OPS.1.1.7.A8","OPS.1.1.7","Drawing Up a System Management Concept","","G 0.18|G 0.25|G 0.26|G 0.27|G 0.29|G 0.30|G 0.31"
"OPS.1.1.7.A9","OPS.1.1.7","Detailed and Implementation Planning for System Management","","G 0.25|G 0.26|G 0.27|G 0.29|G 0.30|G 0.31"
"OPS.1.1.7.A10","OPS.1.1.7","Concept for Secure Operation of the System Management Solution","","G 0.15|G 0.18|G 0.19|G 0.21|G 0.22|G 0.25|G 0.26|G 0.27|G 0.29|G 0.30|G 0.31"
"OPS.1.1.7.A11","OPS.1.1.7","Regular Gap Analysis Within the Framework of System Management","","G 0.15|G 0.18|G 0.19|G 0.21|G 0.22|G 0.26"
"OPS.1.1.7.A12","OPS.1.1.7","Triggering Actions by the Central Components of the System Management Solution","","G 0.21|G 0.22|G 0.30|G 0.31"
"OPS.1.1.7.A13","OPS.1.1.7","Commitment to the Use of Designated Interfaces for System Management","","G 0.21|G 0.22|G 0.23|G 0.30|G 0.31|G 0.43"
"OPS.1.1.7.A14","OPS.1.1.7","Central Configuration Management for Systems to be Managed","","G 0.45"
"OPS.1.1.7.A15","OPS.1.1.7","Status Monitoring, Logging, and Alerting of Relevant Events in the System Management Solution and the Systems to be Managed","","G 0.18|G 0.21|G 0.22|G 0.23|G 0.26|G 0.27|G 0.30|G 0.31|G 0.32|G 0.37"
"OPS.1.1.7.A16","OPS.1.1.7","Integration of System Management into Contingency Planning","","G 0.25|G 0.26"
"OPS.1.1.7.A17","OPS.1.1.7","Control of System Management Communication","","G 0.15|G 0.19|G 0.21|G 0.22|G 0.23|G 0.30|G 0.31|G 0.43"
"OPS.1.1.7.A18","OPS.1.1.7","System State Verification","","G 0.15|G 0.19|G 0.21|G 0.22|G 0.23|G 0.30"
"OPS.1.1.7.A19","OPS.1.1.7","Securing System Management Communications Between the System Management Solution and the Systems Being Managed","","G 0.15|G 0.19|G 0.21|G 0.22|G 0.23|G 0.43"
"OPS.1.1.7.A20","OPS.1.1.7","Implementing System Management Solutions for High Availability","A","G 0.9|G 0.25|G 0.26"
"OPS.1.1.7.A21","OPS.1.1.7","Physical Separation of the Central System Management Network","CI","G 0.15|G 0.19|G 0.21|G 0.22|G 0.23|G 0.25|G 0.26|G 0.30|G 0.43"
"OPS.1.1.7.A22","OPS.1.1.7","Integration of System Management into Automated Detection Systems","CIA","G 0.15|G 0.19|G 0.21|G 0.22|G 0.23|G 0.29|G 0.30|G 0.31"
"OPS.1.1.7.A23","OPS.1.1.7","Cross-Site Time Synchronisation for System Management","CIA","G 0.21|G 0.22|G 0.25|G 0.26"
"OPS.1.1.7.A24","OPS.1.1.7","Automated Checking of Security-Relevant Configurations by Suitable Detection Systems","CIA","G 0.18|G 0.21|G 0.22|G 0.23|G 0.30|G 0.31|G 0.32|G 0.45"
"OPS.1.1.7.A25","OPS.1.1.7","Logging and Regulation of System Management Meetings","CI","G 0.21|G 0.22|G 0.23|G 0.29|G 0.30|G 0.31|G 0.32|G 0.37"
"OPS.1.1.7.A26","OPS.1.1.7","Decoupling of Access to the System Management Solution","CI","G 0.15|G 0.19|G 0.21|G 0.22|G 0.23|G 0.30|G 0.43"
"OPS.1.2.2.A1","OPS.1.2.2","Determining Parameters for Electronic Archiving","","G 0.18|G 0.29|G 0.37"
"OPS.1.2.2.A2","OPS.1.2.2","Drawing up an Archiving Concept","","G 0.18|G 0.30"
"OPS.1.2.2.A3","OPS.1.2.2","Appropriate Installation of Archive Systems and Storage of Archive Media","","G 0.2|G 0.4"
"OPS.1.2.2.A4","OPS.1.2.2","Consistent Indexing of Data During Archiving","","G 0.18|G 0.25|G 0.26"
"OPS.1.2.2.A5","OPS.1.2.2","Regular Regeneration of Archived Data","","G 0.18|G 0.29"
"OPS.1.2.2.A6","OPS.1.2.2","Protection of the Integrity of the Index Database of Archive Systems","","G 0.25|G 0.26|G 0.28|G 0.46"
"OPS.1.2.2.A7","OPS.1.2.2","Regular Backups of System and Archive Data","","G 0.45|G 0.46"
"OPS.1.2.2.A8","OPS.1.2.2","Logging of Archival Access","","G 0.14|G 0.22|G 0.29"
"OPS.1.2.2.A9","OPS.1.2.2","Selection of Suitable Data Formats for Archiving Documents","","G 0.45|G 0.46"
"OPS.1.2.2.A10","OPS.1.2.2","Drawing Up a Policy for Using Archive Systems","","G 0.18|G 0.29|G 0.31"
"OPS.1.2.2.A11","OPS.1.2.2","Instruction Regarding the Administration and Operation of the Archive System","","G 0.25|G 0.26|G 0.30|G 0.31"
"OPS.1.2.2.A12","OPS.1.2.2","Monitoring of Storage Resources for Archive Media","","G 0.25|G 0.26|G 0.45|G 0.46"
"OPS.1.2.2.A13","OPS.1.2.2","Regular Auditing of Archiving Processes","","G 0.18|G 0.29"
"OPS.1.2.2.A14","OPS.1.2.2","Regular Observation of the Market for Archive Systems","","G 0.18|G 0.25|G 0.26|G 0.28"
"OPS.1.2.2.A15","OPS.1.2.2","Regular Processing of Cryptographically Secured Data During Archiving","","G 0.18|G 0.25|G 0.26|G 0.28|G 0.46"
"OPS.1.2.2.A16","OPS.1.2.2","Regular Renewal of Technical Archive System Components","","G 0.18|G 0.46"
"OPS.1.2.2.A17","OPS.1.2.2","Selecting a Suitable Archiving System","","G 0.25|G 0.26"
"OPS.1.2.2.A18","OPS.1.2.2","Selecting a Suitable Archiving System","","G 0.18|G 0.28|G 0.29"
"OPS.1.2.2.A19","OPS.1.2.2","Regular Function and Recovery Tests for Archiving","","G 0.18|G 0.25|G 0.26"
"OPS.1.2.2.A20","OPS.1.2.2","Appropriate Use of Cryptographic Methods for Archiving","CI","G 0.25|G 0.26|G 0.28|G 0.45|G 0.46"
"OPS.1.2.2.A21","OPS.1.2.2","Transfer of Paper-based Data to Electronic Archives","CI","G 0.14|G 0.19|G 0.29|G 0.37"
"OPS.1.2.4.A1","OPS.1.2.4","Rules on Teleworking","","G 0.14|G 0.18|G 0.19|G 0.21|G 0.22|G 0.23|G 0.30|G 0.31|G 0.32|G 0.33|G 0.45|G 0.46"
"OPS.1.2.4.A2","OPS.1.2.4","Security-Related Requirements for Teleworking Computers","","G 0.14|G 0.19|G 0.21|G 0.22|G 0.23|G 0.30|G 0.31|G 0.40|G 0.45|G 0.46"
"OPS.1.2.4.A5","OPS.1.2.4","Employee Awareness and Training","","G 0.14|G 0.18|G 0.19|G 0.21|G 0.22|G 0.23|G 0.46"
"OPS.1.2.4.A6","OPS.1.2.4","Creating a Security Concept for Teleworking","","G 0.18|G 0.24|G 0.25|G 0.33|G 0.45"
"OPS.1.2.4.A7","OPS.1.2.4","Regulations on Using Communication Capabilities for Teleworking","","G 0.14|G 0.18|G 0.19|G 0.21|G 0.22|G 0.23|G 0.30|G 0.31|G 0.32|G 0.46"
"OPS.1.2.4.A8","OPS.1.2.4","Flow of Information Between Employees and Organisations","","G 0.18|G 0.33|G 0.46"
"OPS.1.2.4.A9","OPS.1.2.4","Support and Maintenance Concept for Teleworking Locations","","G 0.18|G 0.25|G 0.46"
"OPS.1.2.4.A10","OPS.1.2.4","Analysis of Teleworking Location Requirements","","G 0.18"
"OPS.1.2.5.A1","OPS.1.2.5","Planning the Use of Remote Maintenance","","G 0.18"
"OPS.1.2.5.A2","OPS.1.2.5","Establishing a Secure Connection for Remote Maintenance of Clients","","G 0.31"
"OPS.1.2.5.A3","OPS.1.2.5","Securing Interfaces for Remote Maintenance","","G 0.14|G 0.18|G 0.25|G 0.31"
"OPS.1.2.5.A5","OPS.1.2.5","Use of Online Services","","G 0.19|G 0.25"
"OPS.1.2.5.A6","OPS.1.2.5","Drawing Up a Policy for Remote Maintenance","","G 0.18"
"OPS.1.2.5.A7","OPS.1.2.5","Documentation During Remote Maintenance","","G 0.18|G 0.19"
"OPS.1.2.5.A8","OPS.1.2.5","Secure Protocols for Remote Maintenance","","G 0.14|G 0.19|G 0.22"
"OPS.1.2.5.A9","OPS.1.2.5","Selection and Acquisition of Suitable Remote Maintenance Tools","","G 0.18|G 0.20"
"OPS.1.2.5.A10","OPS.1.2.5","Management of Remote Maintenance Tools","","G 0.18|G 0.20|G 0.37"
"OPS.1.2.5.A14","OPS.1.2.5","Dedicated Clients for Remote Maintenance","CIA","G 0.21|G 0.22|G 0.25"
"OPS.1.2.5.A17","OPS.1.2.5","Authentication Mechanisms for Remote Maintenance","","G 0.14|G 0.21|G 0.25"
"OPS.1.2.5.A19","OPS.1.2.5","Remote Maintenance by Third Parties","","G 0.19|G 0.21|G 0.39"
"OPS.1.2.5.A20","OPS.1.2.5","Remote Maintenance Operations","","G 0.18|G 0.25|G 0.39|G 0.40"
"OPS.1.2.5.A21","OPS.1.2.5","Creation of a Business Continuity Plan in Case of Remote Maintenance Failure","","G 0.18|G 0.30"
"OPS.1.2.5.A22","OPS.1.2.5","Redundant Communication Links","A","G 0.18|G 0.19|G 0.22|G 0.30|G 0.37"
"OPS.1.2.5.A24","OPS.1.2.5","Securing Integrated Remote Maintenance Systems","","G 0.20|G 0.25|G 0.31"
"OPS.1.2.5.A25","OPS.1.2.5","Decoupling of Network Management Communication During Remote Maintenance","","G 0.30"
"OPS.1.2.6.A1","OPS.1.2.6","Planning the Use of NTPs","","G 0.18"
"OPS.1.2.6.A2","OPS.1.2.6","Secure Use of External Time Sources","","G 0.20|G 0.29"
"OPS.1.2.6.A3","OPS.1.2.6","Secure Configuration of NTP Servers","","G 0.19|G 0.30|G 0.46"
"OPS.1.2.6.A4","OPS.1.2.6","Failure to Account for Unsolicited Time Information","","G 0.22"
"OPS.1.2.6.A5","OPS.1.2.6","Use of Client-Server Mode for NTP","","G 0.22|G 0.27|G 0.46"
"OPS.1.2.6.A6","OPS.1.2.6","Monitoring of IT Systems Using NTP","","G 0.18|G 0.22"
"OPS.1.2.6.A7","OPS.1.2.6","Secure Configuration of NTP Clients","","G 0.18|G 0.25|G 0.40|G 0.46"
"OPS.1.2.6.A8","OPS.1.2.6","Use of Secure Time Synchronisation Protocols","","G 0.18|G 0.22|G 0.46"
"OPS.1.2.6.A9","OPS.1.2.6","Sufficient Availability of Accurate Time Sources","A","G 0.25|G 0.27|G 0.46"
"OPS.1.2.6.A10","OPS.1.2.6","Internal NTP Servers Only","I","G 0.20|G 0.22"
"OPS.1.2.6.A11","OPS.1.2.6","Redundant NTP Servers","A","G 0.27"
"OPS.1.2.6.A12","OPS.1.2.6","NTP Servers with Authenticated Information","I","G 0.20|G 0.22"
"OPS.2.1.A1","OPS.2.1","Specification of Security Requirements for Outsourcing Projects","","G 0.18|G 0.29"
"OPS.2.1.A2","OPS.2.1","Timely Involvement of Employee Representatives","","G 0.29"
"OPS.2.1.A3","OPS.2.1","Selection of a Suitable Outsourcing Service Provider","","G 0.11"
"OPS.2.1.A4","OPS.2.1","Contractual Arrangements with the Outsourcing Service Provider","","G 0.29"
"OPS.2.1.A5","OPS.2.1","Establishing an Outsourcing Strategy","","G 0.11|G 0.18|G 0.29"
"OPS.2.1.A6","OPS.2.1","Drawing up a Security Concept for the Outsourcing Project","","G 0.17|G 0.18|G 0.19|G 0.22|G 0.25|G 0.29"
"OPS.2.1.A7","OPS.2.1","Definition of Possible Communication Partners","","G 0.14|G 0.19|G 0.42"
"OPS.2.1.A8","OPS.2.1","Provisions for Deploying the Personnel of the Outsourcing Service Provider","","G 0.19|G 0.29"
"OPS.2.1.A9","OPS.2.1","Agreements on Connecting to Outsourcing Partner Networks","","G 0.11|G 0.15|G 0.18"
