Title,QuickRef,Ev_ID,Paper_ID,Cat_ID,SubCat_ID,AddEv_ID,Category level,Risk category,Risk subcategory,Description,Additional ev.,P.Def,p.AddEv,Entity,Intent,Timing,Domain,Sub-domain
"Risk Taxonomy, Mitigation, and Assessment Benchmarks of Large Language Model Systems",Cui2024,02.09.05,2,9,5,,Risk Sub-Category,Hallucinations,Pursuing Consistent Context,"""LLMs have been demonstrated to pursue consistent context [129]–[132], which may lead to erroneous generation when the prefixes contain false information. Typical examples include sycophancy [129], [130], false demonstrations-induced hallucinations [113], [133], and snowballing [131]. As LLMs are generally fine-tuned with instruction-following data and user feedback, they tend to reiterate user-provided opinions [129], [130], even though the opinions contain misinformation. Such a sycophantic behavior amplifies the likelihood of generating hallucinations, since the model may prioritize user opinions over facts.""",,8,,3 - Other,2 - Unintentional,2 - Post-deployment,3. Misinformation,3.1 > False or misleading information
"Risk Taxonomy, Mitigation, and Assessment Benchmarks of Large Language Model Systems",Cui2024,02.10.00,2,10,0,,Risk Category,Model Attacks,,"Model attacks exploit the vulnerabilities of LLMs, aiming to steal valuable information or lead to incorrect responses.",,4,,1 - Human,1 - Intentional,3 - Other,2. Privacy & Security,2.2 > AI system security vulnerabilities and attacks
"Risk Taxonomy, Mitigation, and Assessment Benchmarks of Large Language Model Systems",Cui2024,02.10.01,2,10,1,,Risk Sub-Category,Model Attacks,Extraction Attacks,"""Extraction attacks [137] allow an adversary to query a black-box victim model and build a substitute model by training on the queries and responses. The substitute model could achieve almost the same performance as the victim model. While it is hard to fully replicate the capabilities of LLMs, adversaries could develop a domainspecific model that draws domain knowledge from LLMs""",,8,,1 - Human,1 - Intentional,2 - Post-deployment,2. Privacy & Security,2.2 > AI system security vulnerabilities and attacks
"Risk Taxonomy, Mitigation, and Assessment Benchmarks of Large Language Model Systems",Cui2024,02.10.02,2,10,2,,Risk Sub-Category,Model Attacks,Inference Attacks,"""Inference attacks [150] include membership inference attacks, property inference attacks, and data reconstruction attacks. These attacks allow an adversary to infer the composition or property information of the training data. Previous works [67] have demonstrated that inference attacks could easily work in earlier PLMs, implying that LLMs are also possible to be attacked""",,8,,1 - Human,1 - Intentional,2 - Post-deployment,2. Privacy & Security,2.2 > AI system security vulnerabilities and attacks
"Risk Taxonomy, Mitigation, and Assessment Benchmarks of Large Language Model Systems",Cui2024,02.10.03,2,10,3,,Risk Sub-Category,Model Attacks,Poisoning Attacks,"""Poisoning attacks [143] could influence the behavior of the model by making small changes to the training data. A number of efforts could even leverage data poisoning techniques to implant hidden triggers into models during the training process (i.e., backdoor attacks). Many kinds of triggers in text corpora (e.g., characters, words, sentences, and syntax) could be used by the attackers.""""",,8,,1 - Human,1 - Intentional,1 - Pre-deployment,2. Privacy & Security,2.2 > AI system security vulnerabilities and attacks
"Risk Taxonomy, Mitigation, and Assessment Benchmarks of Large Language Model Systems",Cui2024,02.10.04,2,10,4,,Risk Sub-Category,Model Attacks,Overhead Attacks,"""Overhead attacks [146] are also named energy-latency attacks. For example, an adversary can design carefully crafted sponge examples to maximize energy consumption in an AI system. Therefore, overhead attacks could also threaten the platforms integrated with LLMs.""",,8,,1 - Human,1 - Intentional,3 - Other,2. Privacy & Security,2.2 > AI system security vulnerabilities and attacks
"Risk Taxonomy, Mitigation, and Assessment Benchmarks of Large Language Model Systems",Cui2024,02.10.05,2,10,5,,Risk Sub-Category,Model Attacks,Novel Attacks on LLMs,"Table of examples has: ""Prompt Abstraction Attacks [147]: Abstracting queries to cost lower prices using LLM’s API. Reward Model Backdoor Attacks [148]: Constructing backdoor triggers on LLM’s RLHF process. LLM-based Adversarial Attacks [149]: Exploiting LLMs to construct samples for model attacks""",,9,,1 - Human,1 - Intentional,3 - Other,2. Privacy & Security,2.2 > AI system security vulnerabilities and attacks
"Risk Taxonomy, Mitigation, and Assessment Benchmarks of Large Language Model Systems",Cui2024,02.10.06,2,10,6,,Risk Sub-Category,Model Attacks,Evasion Attacks,"""Evasion attacks [145] target to cause significant shifts in model’s prediction via adding perturbations in the test samples to build adversarial examples. In specific, the perturbations can be implemented based on word changes, gradients, etc.""",,8,,1 - Human,1 - Intentional,1 - Pre-deployment,2. Privacy & Security,2.2 > AI system security vulnerabilities and attacks
"Risk Taxonomy, Mitigation, and Assessment Benchmarks of Large Language Model Systems",Cui2024,02.11.00,2,11,0,,Risk Category,Not-Suitable-for-Work (NSFW) Prompts,,"""Inputting a prompt contain an unsafe topic (e.g., notsuitable-for-work (NSFW) content) by a benign user.
""",,4,,1 - Human,2 - Unintentional,2 - Post-deployment,1. Discrimination & Toxicity,1.2 > Exposure to toxic content
"Risk Taxonomy, Mitigation, and Assessment Benchmarks of Large Language Model Systems",Cui2024,02.11.01,2,11,1,,Risk Sub-Category,Not-Suitable-for-Work (NSFW) Prompts,Insults ,,,4,,4 - Not coded,4 - Not coded,4 - Not coded,,X.1 > Excluded
"Risk Taxonomy, Mitigation, and Assessment Benchmarks of Large Language Model Systems",Cui2024,02.11.02,2,11,2,,Risk Sub-Category,Not-Suitable-for-Work (NSFW) Prompts,Crimes,,,4,,4 - Not coded,4 - Not coded,4 - Not coded,,X.1 > Excluded
"Risk Taxonomy, Mitigation, and Assessment Benchmarks of Large Language Model Systems",Cui2024,02.11.03,2,11,3,,Risk Sub-Category,Not-Suitable-for-Work (NSFW) Prompts,Sensitive Politics,,,4,,4 - Not coded,4 - Not coded,4 - Not coded,,X.1 > Excluded
"Risk Taxonomy, Mitigation, and Assessment Benchmarks of Large Language Model Systems",Cui2024,02.11.04,2,11,4,,Risk Sub-Category,Not-Suitable-for-Work (NSFW) Prompts,Physical Harm,,,4,,4 - Not coded,4 - Not coded,4 - Not coded,,X.1 > Excluded
"Risk Taxonomy, Mitigation, and Assessment Benchmarks of Large Language Model Systems",Cui2024,02.11.05,2,11,5,,Risk Sub-Category,Not-Suitable-for-Work (NSFW) Prompts,Mental Health,,,4,,4 - Not coded,4 - Not coded,4 - Not coded,,X.1 > Excluded
"Risk Taxonomy, Mitigation, and Assessment Benchmarks of Large Language Model Systems",Cui2024,02.11.06,2,11,6,,Risk Sub-Category,Not-Suitable-for-Work (NSFW) Prompts,Unfairness,,,4,,4 - Not coded,4 - Not coded,4 - Not coded,,X.1 > Excluded
"Risk Taxonomy, Mitigation, and Assessment Benchmarks of Large Language Model Systems",Cui2024,02.12.00,2,12,0,,Risk Category,Adversarial Prompts,,"""Engineering an adversarial input to elicit an undesired model behavior, which pose a clear attack intention""",,4,,1 - Human,1 - Intentional,2 - Post-deployment,2. Privacy & Security,2.2 > AI system security vulnerabilities and attacks
"Risk Taxonomy, Mitigation, and Assessment Benchmarks of Large Language Model Systems",Cui2024,02.12.01,2,12,1,,Risk Sub-Category,Adversarial Prompts,Goal Hijacking,"""Goal hijacking is a type of primary attack in prompt injection [58]. By injecting a phrase like “Ignore the above instruction and do ...” in the input, the attack could hijack the original goal of the designed prompt (e.g., translating tasks) in LLMs and execute the new goal in the injected phrase.""",,5,,1 - Human,1 - Intentional,2 - Post-deployment,2. Privacy & Security,2.2 > AI system security vulnerabilities and attacks
"Risk Taxonomy, Mitigation, and Assessment Benchmarks of Large Language Model Systems",Cui2024,02.12.02,2,12,2,,Risk Sub-Category,Adversarial Prompts,One-step Jailbreaks,"""One-step jailbreaks. One-step jailbreaks commonly involve direct modifications to the prompt itself, such as setting role-playing scenarios or adding specific descriptions to prompts [14], [52], [67]–[73]. Role-playing is a prevalent method used in jailbreaking by imitating different personas [74]. Such a method is known for its efficiency and simplicity compared to more complex techniques that require domain knowledge [73]. Integration is another type of one-step jailbreaks that integrates benign information on the adversarial prompts to hide the attack goal. For instance, prefix integration is used to integrate an innocuous-looking prefix that is less likely to be rejected based on its pre-trained distributions [75]. Additionally, the adversary could treat LLMs as a program and encode instructions indirectly through code integration or payload splitting [63]. Obfuscation is to add typos or utilize synonyms for terms that trigger input or output filters. Obfuscation methods include the use of the Caesar cipher [64], leetspeak (replacing letters with visually similar numbers and symbols), and Morse code [76]. Besides, at the word level, an adversary may employ Pig Latin to replace sensitive words with synonyms or use token smuggling [77] to split sensitive words into substrings.""",,5,,1 - Human,1 - Intentional,2 - Post-deployment,2. Privacy & Security,2.2 > AI system security vulnerabilities and attacks
"Risk Taxonomy, Mitigation, and Assessment Benchmarks of Large Language Model Systems",Cui2024,02.12.03,2,12,3,,Risk Sub-Category,Adversarial Prompts,Multi-step Jailbreaks,"""Multi-step jailbreaks. Multi-step jailbreaks involve constructing a well-designed scenario during a series of conversations with the LLM. Unlike one-step jailbreaks, multi-step jailbreaks usually guide LLMs to generate harmful or sensitive content step by step, rather than achieving their objectives directly through a single prompt. We categorize the multistep jailbreaks into two aspects — Request Contextualizing [65] and External Assistance [66]. Request Contextualizing is inspired by the idea of Chain-of-Thought (CoT) [8] prompting to break down the process of solving a task into multiple steps. Specifically, researchers [65] divide jailbreaking prompts into multiple rounds of conversation between the user and ChatGPT, achieving malicious goals step by step. External Assistance constructs jailbreaking prompts with the assistance of external interfaces or models. For instance, JAILBREAKER [66] is an attack framework to automatically conduct SQL injection attacks in web security to LLM security attacks. Specifically, this method starts by decompiling the jailbreak defense mechanisms employed by various LLM chatbot services. Therefore, it can judiciously reverse engineer the LLMs’ hidden defense mechanisms and further identify their ineffectiveness.""",,5,,1 - Human,1 - Intentional,2 - Post-deployment,2. Privacy & Security,2.2 > AI system security vulnerabilities and attacks
